User, Item, Rating, daytime:evening, daytime:night, daytime:afternoon, daytime:morning
148,3172,1,0,1,0,0
118,1496,1,0,1,0,0
270,2952,1,1,0,0,0
285,4947,1,0,0,0,1
280,6894,1,1,0,0,0
156,749,1,1,0,0,0
271,4183,1,1,0,0,0
309,701,1,1,0,0,0
204,6332,1,0,0,0,1
26,165,1,0,1,0,0
284,740,1,0,1,0,0
32,1030,1,0,0,1,0
280,1812,1,0,0,1,0
276,2236,1,0,1,0,0
146,4319,1,0,1,0,0
288,276,1,1,0,0,0
101,969,1,1,0,0,0
125,1514,1,0,0,0,1
257,6101,1,0,0,0,1
22,1810,1,0,0,1,0
8,6730,1,0,0,0,1
125,241,1,1,0,0,0
331,2667,1,0,0,1,0
298,987,1,0,0,0,1
313,2591,1,1,0,0,0
143,1808,1,0,0,1,0
82,1999,1,1,0,0,0
258,726,1,0,0,0,1
276,1648,1,0,1,0,0
333,2180,1,0,1,0,0
68,1953,1,0,0,1,0
26,1221,1,0,1,0,0
169,214,1,0,0,1,0
149,4137,1,0,1,0,0
284,3786,1,0,1,0,0
247,1583,1,1,0,0,0
173,2446,1,1,0,0,0
7,1021,1,0,0,0,1
22,2544,1,0,0,1,0
22,383,1,0,0,1,0
26,1951,1,0,1,0,0
27,1322,1,0,1,0,0
257,3946,1,0,0,1,0
194,6036,1,1,0,0,0
242,629,1,0,1,0,0
285,4551,1,0,0,0,1
284,1343,1,0,0,0,1
262,98,1,1,0,0,0
202,4878,1,0,0,1,0
30,5404,1,0,0,0,1
211,148,1,0,1,0,0
62,3831,1,1,0,0,0
29,3127,1,0,0,1,0
284,6925,1,0,0,1,0
261,4985,1,0,0,0,1
221,445,1,0,0,0,1
331,358,1,1,0,0,0
257,3696,1,1,0,0,0
316,6536,1,1,0,0,0
66,3029,1,1,0,0,0
41,2819,1,0,1,0,0
284,1739,1,0,0,1,0
187,5316,1,1,0,0,0
284,886,1,0,0,0,1
136,2744,1,0,1,0,0
62,5153,1,1,0,0,0
323,3894,1,1,0,0,0
280,1562,1,0,0,1,0
289,2173,1,0,1,0,0
41,3491,1,0,0,0,1
280,237,1,0,0,1,0
26,1617,1,0,1,0,0
250,1703,1,0,0,1,0
24,183,1,0,1,0,0
316,1341,1,1,0,0,0
253,2967,1,0,0,0,1
32,1176,1,0,0,0,1
250,3025,1,1,0,0,0
190,1042,1,1,0,0,0
309,2927,1,0,0,0,1
26,2685,1,0,0,1,0
120,4303,1,0,0,0,1
8,1290,1,0,0,1,0
165,6179,1,0,0,1,0
250,5910,1,0,0,0,1
309,60,1,0,0,0,1
9,6190,1,1,0,0,0
322,1683,1,1,0,0,0
243,4215,1,0,1,0,0
242,1007,1,0,0,0,1
41,2178,1,1,0,0,0
32,4315,1,0,0,1,0
331,2521,1,0,0,0,1
299,4536,1,0,0,1,0
257,1057,1,0,1,0,0
64,2688,1,0,1,0,0
24,2598,1,0,0,1,0
191,700,1,1,0,0,0
268,1949,1,0,0,0,1
33,20,1,1,0,0,0
50,593,1,0,1,0,0
244,2233,1,0,1,0,0
234,3551,1,0,1,0,0
178,4990,1,1,0,0,0
41,7222,1,0,1,0,0
319,3384,1,1,0,0,0
257,6581,1,0,0,1,0
284,53,1,0,1,0,0
57,135,1,0,0,0,1
331,212,1,0,0,0,1
138,6134,1,0,1,0,0
223,1483,1,0,0,0,1
258,4385,1,1,0,0,0
304,7038,1,0,1,0,0
7,423,1,0,0,0,1
229,2490,1,0,0,1,0
43,3244,1,0,1,0,0
265,222,1,0,0,0,1
270,6895,1,1,0,0,0
186,1858,1,0,0,1,0
221,2234,1,0,0,0,1
9,7178,1,0,1,0,0
164,5651,1,0,0,0,1
61,2724,1,0,0,1,0
306,5886,1,0,1,0,0
102,2467,1,1,0,0,0
202,848,1,0,1,0,0
212,1570,1,0,0,1,0
316,6286,1,1,0,0,0
1,1749,1,0,0,0,1
171,5303,1,0,0,1,0
332,1131,1,0,0,0,1
221,3218,1,0,0,1,0
237,6992,1,0,0,1,0
165,898,1,0,0,0,1
82,4600,1,0,1,0,0
109,1278,1,0,0,0,1
146,4653,1,0,1,0,0
280,2296,1,0,0,1,0
157,2906,1,0,0,0,1
310,6308,1,0,0,1,0
24,3610,1,0,1,0,0
309,4249,1,1,0,0,0
40,4014,1,0,0,1,0
9,6106,1,0,1,0,0
44,6826,1,0,1,0,0
186,4601,1,0,0,0,1
268,1803,1,0,1,0,0
221,1500,1,0,0,1,0
303,5922,1,0,0,1,0
186,2050,1,0,0,1,0
194,726,1,0,1,0,0
6,4930,1,0,1,0,0
132,4143,1,0,0,0,1
212,4997,1,1,0,0,0
235,5104,1,0,0,1,0
295,3891,1,0,1,0,0
19,2695,1,0,0,0,1
68,7144,1,1,0,0,0
149,1190,1,0,0,0,1
288,1734,1,1,0,0,0
262,320,1,0,1,0,0
17,5160,1,1,0,0,0
184,429,1,0,0,1,0
278,229,1,0,0,0,1
102,5606,1,0,0,0,1
43,1472,1,1,0,0,0
194,3876,1,0,0,1,0
146,1030,1,0,1,0,0
313,2507,1,1,0,0,0
11,3027,1,1,0,0,0
265,368,1,0,0,1,0
138,4958,1,0,0,1,0
235,1235,1,0,0,1,0
30,5400,1,0,0,1,0
186,2193,1,0,0,0,1
20,5549,1,0,0,1,0
66,806,1,0,0,1,0
178,48,1,1,0,0,0
323,424,1,1,0,0,0
243,5926,1,1,0,0,0
284,1008,1,0,0,0,1
77,891,1,1,0,0,0
211,1131,1,0,0,1,0
143,1212,1,1,0,0,0
305,3877,1,0,0,1,0
250,3361,1,0,1,0,0
268,439,1,1,0,0,0
146,3479,1,0,1,0,0
284,3057,1,0,0,0,1
7,1750,1,0,0,1,0
262,717,1,1,0,0,0
120,2878,1,0,0,1,0
210,3111,1,0,0,1,0
328,6158,1,1,0,0,0
250,5914,1,0,0,0,1
194,4715,1,0,1,0,0
100,1250,1,0,1,0,0
119,3026,1,0,0,0,1
210,384,1,0,0,0,1
57,2772,1,0,0,1,0
220,4359,1,1,0,0,0
114,184,1,1,0,0,0
275,4551,1,0,0,1,0
30,958,1,0,0,1,0
244,4735,1,0,0,1,0
220,6516,1,0,0,0,1
328,5819,1,1,0,0,0
55,4771,1,1,0,0,0
270,1777,1,1,0,0,0
48,2364,1,0,1,0,0
316,2911,1,0,0,1,0
204,1539,1,0,1,0,0
56,3188,1,0,0,1,0
259,3242,1,0,0,0,1
77,1167,1,0,1,0,0
244,1789,1,0,1,0,0
50,1387,1,0,0,1,0
18,5123,1,0,1,0,0
41,5795,1,0,0,0,1
244,3946,1,0,1,0,0
262,95,1,1,0,0,0
316,3250,1,1,0,0,0
299,2378,1,0,1,0,0
222,2610,1,0,1,0,0
6,934,1,1,0,0,0
167,4742,1,0,1,0,0
212,189,1,1,0,0,0
33,3189,1,0,0,0,1
183,2647,1,0,0,1,0
128,4561,1,0,0,0,1
138,2655,1,0,1,0,0
26,5238,1,0,1,0,0
98,1721,1,0,0,1,0
181,2093,1,1,0,0,0
284,5694,1,0,0,1,0
43,60,1,1,0,0,0
316,4960,1,0,0,1,0
138,3244,1,1,0,0,0
26,895,1,0,1,0,0
159,2496,1,1,0,0,0
265,3057,1,0,0,0,1
217,6131,1,0,0,1,0
57,33,1,0,0,0,1
18,235,1,1,0,0,0
82,5729,1,0,1,0,0
6,5913,1,0,0,1,0
41,5315,1,1,0,0,0
185,4641,1,0,0,1,0
220,5531,1,0,1,0,0
62,2514,1,0,1,0,0
283,2221,1,0,1,0,0
198,1692,1,0,1,0,0
26,5968,1,0,0,0,1
143,5039,1,0,1,0,0
284,1488,1,1,0,0,0
284,154,1,1,0,0,0
141,3379,1,0,0,0,1
323,5323,1,1,0,0,0
186,207,1,0,0,0,1
2,2047,1,1,0,0,0
30,76,1,1,0,0,0
2,4684,1,0,1,0,0
161,3410,1,0,0,0,1
200,1362,1,0,0,1,0
316,3396,1,0,0,1,0
240,63,1,0,0,0,1
26,2684,1,0,0,0,1
258,28,1,1,0,0,0
61,280,1,0,0,1,0
49,1005,1,0,0,1,0
159,6368,1,0,1,0,0
20,6138,1,1,0,0,0
298,2643,1,1,0,0,0
30,3247,1,1,0,0,0
172,3717,1,0,1,0,0
204,4177,1,1,0,0,0
221,4340,1,0,0,1,0
305,4466,1,1,0,0,0
130,2733,1,1,0,0,0
51,1035,1,0,1,0,0
284,5944,1,1,0,0,0
284,3391,1,0,0,0,1
306,2268,1,0,0,1,0
241,3099,1,1,0,0,0
278,420,1,0,1,0,0
119,1599,1,0,0,0,1
233,421,1,0,0,0,1
88,4949,1,0,1,0,0
211,4165,1,0,0,0,1
270,4919,1,0,0,0,1
45,4987,1,1,0,0,0
257,4678,1,0,0,1,0
13,1209,1,0,0,0,1
284,1092,1,0,0,1,0
66,1590,1,0,1,0,0
194,6768,1,0,1,0,0
280,4115,1,1,0,0,0
48,1775,1,0,0,0,1
198,4830,1,0,0,1,0
284,7267,1,0,1,0,0
82,467,1,0,0,1,0
240,456,1,1,0,0,0
309,3908,1,1,0,0,0
101,1355,1,1,0,0,0
323,4005,1,0,0,0,1
315,3852,1,0,0,1,0
98,740,1,1,0,0,0
156,4639,1,0,0,0,1
216,3926,1,1,0,0,0
1,3656,1,1,0,0,0
118,6684,1,0,1,0,0
295,1982,1,0,0,0,1
43,1137,1,1,0,0,0
329,4174,1,1,0,0,0
305,4070,1,1,0,0,0
268,4193,1,0,1,0,0
287,785,1,0,0,1,0
44,45,1,1,0,0,0
50,986,1,0,0,1,0
240,5079,1,0,0,1,0
78,3701,1,0,0,0,1
321,5966,1,1,0,0,0
169,5755,1,0,0,1,0
41,1839,1,0,0,0,1
62,559,1,0,1,0,0
285,3230,1,0,1,0,0
258,3069,1,1,0,0,0
240,1982,1,0,1,0,0
230,4752,1,0,0,0,1
174,5710,1,0,0,0,1
270,6020,1,0,0,1,0
41,764,1,1,0,0,0
243,5676,1,0,0,1,0
331,604,1,0,0,0,1
331,5412,1,0,0,1,0
103,1588,1,1,0,0,0
323,86,1,1,0,0,0
297,4449,1,0,0,0,1
156,745,1,1,0,0,0
268,189,1,1,0,0,0
136,5635,1,0,0,0,1
45,1953,1,0,1,0,0
62,1725,1,0,0,0,1
32,2495,1,0,0,0,1
283,5985,1,0,1,0,0
133,4854,1,0,1,0,0
3,449,1,1,0,0,0
92,6389,1,1,0,0,0
280,3130,1,0,0,1,0
82,321,1,0,1,0,0
41,3158,1,0,0,0,1
48,6236,1,0,1,0,0
212,1236,1,0,0,1,0
257,3943,1,0,0,0,1
305,534,1,0,0,0,1
240,706,1,0,0,0,1
198,2927,1,0,0,1,0
328,3516,1,0,0,0,1
328,2927,1,0,0,0,1
284,2660,1,0,1,0,0
262,4696,1,0,0,1,0
212,3535,1,0,1,0,0
257,5517,1,1,0,0,0
52,3990,1,0,0,0,1
178,1035,1,0,1,0,0
285,4215,1,0,0,1,0
2,491,1,0,1,0,0
233,1148,1,0,0,0,1
9,2963,1,0,1,0,0
264,1165,1,0,1,0,0
48,5502,1,0,0,1,0
305,5054,1,0,1,0,0
276,2963,1,0,1,0,0
284,6532,1,0,0,0,1
186,687,1,1,0,0,0
44,919,1,1,0,0,0
225,4851,1,1,0,0,0
45,29,1,0,0,1,0
120,560,1,0,1,0,0
194,5784,1,0,0,1,0
277,716,1,0,1,0,0
278,5549,1,1,0,0,0
27,707,1,1,0,0,0
309,1609,1,0,0,1,0
13,350,1,1,0,0,0
212,439,1,0,1,0,0
149,2566,1,0,0,0,1
331,2524,1,0,1,0,0
297,5608,1,1,0,0,0
328,4585,1,0,0,0,1
41,2427,1,0,0,0,1
189,5406,1,0,0,0,1
59,5809,1,0,0,1,0
285,3960,1,0,0,1,0
3,1385,1,0,0,0,1
212,4854,1,0,0,0,1
324,271,1,0,1,0,0
184,1622,1,0,0,0,1
130,6690,1,0,1,0,0
102,1732,1,1,0,0,0
311,3341,1,0,1,0,0
83,1815,1,0,1,0,0
154,2192,1,0,0,1,0
217,5209,1,0,0,1,0
138,3973,1,0,0,1,0
119,4094,1,0,0,0,1
305,5055,1,1,0,0,0
77,1896,1,1,0,0,0
306,5014,1,0,0,1,0
148,5722,1,0,0,0,1
33,1470,1,0,1,0,0
276,1645,1,0,0,1,0
284,6533,1,1,0,0,0
194,725,1,0,0,0,1
62,809,1,0,0,1,0
143,27,1,1,0,0,0
305,285,1,0,0,0,1
26,6807,1,1,0,0,0
288,1879,1,1,0,0,0
20,3580,1,1,0,0,0
235,6818,1,0,0,1,0
178,5637,1,0,1,0,0
18,1789,1,0,1,0,0
26,6161,1,1,0,0,0
143,5622,1,0,0,0,1
230,721,1,0,0,1,0
258,4388,1,1,0,0,0
76,269,1,1,0,0,0
240,2820,1,0,0,1,0
242,2719,1,0,0,1,0
20,2790,1,0,0,1,0
3,2425,1,1,0,0,0
195,6082,1,0,1,0,0
247,1834,1,1,0,0,0
249,6158,1,1,0,0,0
115,317,1,0,0,1,0
24,3757,1,0,0,0,1
46,4180,1,1,0,0,0
173,1711,1,1,0,0,0
305,2809,1,0,0,0,1
184,4659,1,0,1,0,0
126,1836,1,0,0,1,0
305,535,1,0,0,0,1
48,6237,1,0,0,1,0
119,4344,1,0,0,0,1
8,6731,1,0,0,0,1
164,6636,1,0,1,0,0
77,5432,1,0,1,0,0
41,4330,1,0,0,0,1
230,2116,1,0,0,1,0
280,4114,1,0,0,1,0
48,1380,1,0,0,0,1
209,7023,1,1,0,0,0
261,835,1,1,0,0,0
102,4036,1,1,0,0,0
115,797,1,0,1,0,0
79,5090,1,0,0,0,1
276,1395,1,0,1,0,0
284,6283,1,0,1,0,0
42,660,1,0,0,1,0
178,3338,1,1,0,0,0
305,4716,1,1,0,0,0
66,5271,1,0,0,1,0
34,4346,1,0,0,1,0
222,4076,1,1,0,0,0
204,259,1,0,0,1,0
102,4767,1,0,0,1,0
302,779,1,0,0,1,0
280,574,1,0,1,0,0
131,2589,1,0,0,0,1
208,5860,1,0,1,0,0
68,5825,1,0,0,0,1
221,4007,1,1,0,0,0
41,621,1,0,1,0,0
268,3462,1,0,0,1,0
261,27,1,0,0,0,1
263,5661,1,1,0,0,0
26,3915,1,1,0,0,0
258,6291,1,0,0,0,1
285,38,1,0,0,1,0
167,3423,1,1,0,0,0
315,3998,1,0,0,1,0
189,5490,1,1,0,0,0
284,883,1,0,0,1,0
183,3966,1,0,1,0,0
234,1645,1,0,0,0,1
120,810,1,0,0,0,1
240,4095,1,1,0,0,0
15,2185,1,0,0,0,1
26,166,1,0,0,0,1
284,4375,1,1,0,0,0
80,2605,1,0,1,0,0
68,1223,1,0,0,1,0
229,4061,1,0,0,1,0
49,5210,1,0,1,0,0
146,4318,1,0,1,0,0
193,3162,1,1,0,0,0
138,1670,1,0,0,0,1
95,6110,1,0,0,0,1
168,1836,1,1,0,0,0
316,7269,1,0,1,0,0
68,3918,1,0,1,0,0
3,4082,1,1,0,0,0
283,845,1,0,0,0,1
99,2166,1,1,0,0,0
257,3609,1,0,1,0,0
230,2845,1,0,0,1,0
262,4216,1,0,1,0,0
297,1557,1,0,0,0,1
57,3757,1,0,0,0,1
284,403,1,0,1,0,0
257,6978,1,0,0,0,1
178,2604,1,0,0,0,1
225,4518,1,0,1,0,0
146,3728,1,0,1,0,0
76,3615,1,0,0,1,0
22,4842,1,0,1,0,0
159,2350,1,0,0,1,0
297,4782,1,0,1,0,0
40,3423,1,1,0,0,0
48,60,1,0,1,0,0
171,2021,1,0,0,1,0
250,6645,1,1,0,0,0
42,2136,1,0,0,1,0
61,4043,1,1,0,0,0
43,3245,1,1,0,0,0
125,2103,1,0,1,0,0
302,5962,1,0,1,0,0
90,397,1,0,0,1,0
144,4374,1,1,0,0,0
61,2471,1,0,1,0,0
172,5623,1,0,0,0,1
176,2517,1,0,1,0,0
250,2772,1,1,0,0,0
141,7105,1,1,0,0,0
112,6996,1,1,0,0,0
138,1336,1,1,0,0,0
148,4155,1,1,0,0,0
333,7,1,0,0,0,1
261,2541,1,1,0,0,0
22,2209,1,1,0,0,0
202,4733,1,0,0,0,1
137,5224,1,0,0,0,1
6,2438,1,0,0,0,1
326,3033,1,0,0,1,0
89,3029,1,1,0,0,0
207,3122,1,0,0,0,1
229,4659,1,0,0,1,0
263,5327,1,0,0,1,0
255,3856,1,0,1,0,0
255,825,1,0,1,0,0
17,5559,1,0,0,1,0
284,2326,1,0,1,0,0
183,4804,1,0,1,0,0
222,2027,1,0,0,1,0
258,1499,1,0,1,0,0
164,4087,1,0,1,0,0
257,771,1,1,0,0,0
50,3544,1,0,0,0,1
165,3336,1,0,0,0,1
62,2265,1,0,0,0,1
19,2696,1,0,1,0,0
278,2907,1,1,0,0,0
262,1912,1,0,0,0,1
217,3385,1,1,0,0,0
261,1953,1,0,0,1,0
45,4111,1,0,0,1,0
333,742,1,1,0,0,0
76,1791,1,1,0,0,0
119,1702,1,0,0,0,1
297,1411,1,1,0,0,0
284,56,1,0,1,0,0
123,5241,1,0,0,0,1
43,4229,1,0,1,0,0
328,5423,1,1,0,0,0
156,3658,1,1,0,0,0
326,2445,1,0,0,1,0
185,4391,1,1,0,0,0
221,2233,1,1,0,0,0
57,4345,1,1,0,0,0
241,602,1,0,0,0,1
120,227,1,1,0,0,0
19,3284,1,1,0,0,0
258,333,1,1,0,0,0
30,3831,1,0,0,0,1
13,2277,1,1,0,0,0
165,5973,1,0,0,1,0
51,3338,1,0,0,1,0
250,166,1,0,0,1,0
112,775,1,1,0,0,0
265,3306,1,0,0,1,0
76,3365,1,1,0,0,0
32,1177,1,0,1,0,0
263,2965,1,0,0,0,1
264,6356,1,0,0,1,0
264,125,1,0,0,0,1
212,5442,1,0,1,0,0
305,1181,1,1,0,0,0
280,5432,1,1,0,0,0
276,5124,1,1,0,0,0
280,3527,1,0,1,0,0
21,928,1,0,0,1,0
62,2515,1,0,1,0,0
284,5609,1,0,0,1,0
293,184,1,0,1,0,0
270,3683,1,0,1,0,0
218,338,1,1,0,0,0
165,3338,1,0,0,0,1
284,4960,1,1,0,0,0
284,155,1,0,0,0,1
1,4244,1,1,0,0,0
200,1363,1,0,0,0,1
270,85,1,0,0,0,1
50,1638,1,0,1,0,0
51,356,1,0,1,0,0
285,981,1,0,1,0,0
208,5527,1,0,1,0,0
78,4435,1,0,0,0,1
1,3991,1,0,0,1,0
217,1335,1,0,0,1,0
258,27,1,1,0,0,0
48,2759,1,0,1,0,0
316,1094,1,0,0,0,1
328,3517,1,0,1,0,0
22,86,1,0,0,0,1
47,939,1,0,0,0,1
61,3060,1,0,1,0,0
149,2817,1,0,0,1,0
190,355,1,0,0,1,0
129,6702,1,0,0,1,0
186,938,1,1,0,0,0
178,3921,1,0,1,0,0
276,67,1,1,0,0,0
241,3348,1,0,0,0,1
276,952,1,0,1,0,0
67,4918,1,0,0,1,0
164,679,1,0,0,1,0
32,2350,1,0,0,0,1
29,1890,1,1,0,0,0
2,742,1,0,0,0,1
263,1250,1,1,0,0,0
194,4716,1,1,0,0,0
81,2519,1,1,0,0,0
47,5078,1,0,0,1,0
268,2143,1,0,0,0,1
309,3909,1,0,0,1,0
302,6694,1,1,0,0,0
261,5576,1,0,1,0,0
9,3699,1,0,0,1,0
299,212,1,1,0,0,0
148,2248,1,0,0,1,0
20,974,1,0,0,1,0
212,5837,1,0,0,0,1
130,1414,1,0,0,0,1
82,2192,1,0,0,1,0
221,3946,1,1,0,0,0
77,1022,1,1,0,0,0
223,3053,1,1,0,0,0
41,3409,1,0,0,0,1
224,5673,1,0,0,1,0
232,3859,1,0,1,0,0
123,582,1,0,0,1,0
193,986,1,1,0,0,0
66,891,1,1,0,0,0
146,1033,1,0,0,1,0
316,5946,1,1,0,0,0
228,6189,1,0,0,1,0
257,189,1,1,0,0,0
221,109,1,1,0,0,0
202,5718,1,1,0,0,0
207,5172,1,0,0,0,1
316,5550,1,0,0,1,0
24,4680,1,0,0,1,0
154,4696,1,0,1,0,0
155,6836,1,1,0,0,0
277,5443,1,0,0,0,1
100,1645,1,0,0,1,0
139,6380,1,1,0,0,0
43,61,1,1,0,0,0
255,7143,1,0,0,0,1
159,2495,1,0,0,1,0
320,298,1,0,1,0,0
9,1648,1,0,1,0,0
77,3073,1,1,0,0,0
305,5303,1,0,0,1,0
82,3177,1,0,1,0,0
77,2340,1,1,0,0,0
227,3194,1,0,1,0,0
120,3468,1,0,0,0,1
83,2401,1,0,0,1,0
61,5757,1,0,0,0,1
143,2148,1,0,1,0,0
125,3172,1,0,1,0,0
28,3169,1,0,1,0,0
284,7266,1,0,0,1,0
99,4071,1,0,1,0,0
131,179,1,1,0,0,0
62,6473,1,1,0,0,0
68,2206,1,0,0,0,1
6,1456,1,0,1,0,0
30,1925,1,1,0,0,0
50,1972,1,0,0,0,1
277,321,1,0,0,0,1
46,7071,1,0,0,0,1
47,209,1,0,0,0,1
306,1286,1,0,0,0,1
320,3345,1,0,0,1,0
257,439,1,0,1,0,0
262,3962,1,0,0,1,0
27,706,1,0,0,0,1
96,1386,1,0,0,0,1
242,1734,1,0,1,0,0
172,3718,1,1,0,0,0
230,3185,1,0,0,0,1
195,6726,1,0,0,1,0
282,230,1,0,0,1,0
38,1820,1,0,0,1,0
263,1500,1,1,0,0,0
26,7144,1,1,0,0,0
13,3595,1,1,0,0,0
326,6127,1,1,0,0,0
146,4067,1,0,1,0,0
20,244,1,0,1,0,0
204,2127,1,0,0,0,1
194,1826,1,0,1,0,0
113,3216,1,0,0,1,0
119,3755,1,1,0,0,0
244,4486,1,1,0,0,0
328,4104,1,0,1,0,0
185,2485,1,0,0,1,0
331,1685,1,1,0,0,0
282,6253,1,1,0,0,0
185,1896,1,0,0,1,0
321,250,1,0,0,1,0
43,4564,1,0,1,0,0
329,5157,1,0,0,1,0
30,563,1,1,0,0,0
257,4531,1,0,1,0,0
263,4094,1,0,0,0,1
66,1985,1,1,0,0,0
257,5516,1,0,1,0,0
43,3975,1,1,0,0,0
285,4216,1,0,0,0,1
177,2105,1,0,0,0,1
309,1212,1,0,0,0,1
146,2745,1,0,0,0,1
261,4508,1,1,0,0,0
284,7120,1,0,1,0,0
161,1254,1,1,0,0,0
278,3975,1,0,1,0,0
305,5053,1,1,0,0,0
284,6531,1,1,0,0,0
204,987,1,0,0,1,0
265,5357,1,1,0,0,0
81,1082,1,0,1,0,0
221,3550,1,0,0,1,0
171,4071,1,0,1,0,0
207,3997,1,0,0,1,0
32,366,1,0,0,1,0
263,5079,1,0,0,0,1
123,2600,1,0,0,0,1
98,1139,1,0,0,0,1
230,5340,1,0,0,0,1
282,376,1,0,1,0,0
119,2188,1,0,0,0,1
157,5402,1,1,0,0,0
148,28,1,0,0,1,0
276,3551,1,0,0,1,0
20,5402,1,0,1,0,0
128,3244,1,1,0,0,0
120,86,1,0,0,1,0
166,5037,1,1,0,0,0
242,5608,1,0,1,0,0
250,1455,1,0,1,0,0
43,423,1,1,0,0,0
261,1368,1,0,0,1,0
82,320,1,1,0,0,0
268,4444,1,0,0,1,0
299,5852,1,0,0,1,0
306,1536,1,0,1,0,0
240,707,1,0,0,1,0
222,1771,1,0,0,0,1
219,1421,1,0,0,0,1
101,4197,1,0,0,1,0
71,1692,1,0,0,0,1
263,5912,1,0,0,0,1
55,1151,1,0,0,1,0
305,284,1,0,0,0,1
264,4054,1,0,0,1,0
143,3320,1,0,1,0,0
133,3872,1,1,0,0,0
52,6545,1,0,0,0,1
3,198,1,0,0,0,1
28,6059,1,1,0,0,0
76,4348,1,1,0,0,0
115,316,1,0,0,0,1
157,3580,1,0,0,1,0
57,3610,1,1,0,0,0
182,173,1,0,0,0,1
169,1401,1,0,0,0,1
258,1601,1,1,0,0,0
148,5867,1,0,0,1,0
202,1057,1,0,1,0,0
62,412,1,1,0,0,0
20,3831,1,0,0,0,1
331,6730,1,0,0,1,0
305,2414,1,1,0,0,0
156,6296,1,0,0,1,0
257,1788,1,0,1,0,0
169,3702,1,0,0,0,1
8,6732,1,0,0,0,1
116,6047,1,1,0,0,0
138,4226,1,1,0,0,0
302,5377,1,0,0,0,1
302,5627,1,0,0,0,1
66,1984,1,1,0,0,0
27,4214,1,0,1,0,0
313,3239,1,0,1,0,0
1,919,1,0,1,0,0
41,2030,1,0,0,1,0
182,569,1,0,0,0,1
47,3757,1,0,0,1,0
140,6283,1,0,0,0,1
18,3945,1,1,0,0,0
257,1393,1,0,0,1,0
131,2442,1,0,0,1,0
225,6175,1,0,0,0,1
62,808,1,0,0,0,1
19,4269,1,0,0,1,0
3,4727,1,0,0,1,0
235,2697,1,1,0,0,0
284,2075,1,0,0,1,0
141,1661,1,1,0,0,0
22,381,1,0,0,1,0
313,2505,1,0,1,0,0
62,6139,1,0,0,0,1
171,6769,1,0,1,0,0
223,1731,1,0,0,1,0
9,7030,1,1,0,0,0
202,6306,1,0,1,0,0
221,839,1,0,0,1,0
149,3405,1,0,0,0,1
11,2775,1,1,0,0,0
253,6192,1,1,0,0,0
284,884,1,0,1,0,0
288,524,1,1,0,0,0
221,4342,1,0,0,0,1
85,1722,1,0,1,0,0
16,4051,1,0,0,1,0
157,964,1,1,0,0,0
20,2705,1,0,1,0,0
223,247,1,0,1,0,0
249,4107,1,0,1,0,0
48,3346,1,1,0,0,0
141,7106,1,1,0,0,0
171,4467,1,1,0,0,0
235,298,1,1,0,0,0
185,5374,1,0,0,1,0
309,845,1,0,0,1,0
198,3909,1,1,0,0,0
128,657,1,0,0,0,1
17,1205,1,0,1,0,0
187,3600,1,0,0,1,0
230,1862,1,0,0,1,0
210,1148,1,0,0,1,0
26,2099,1,0,0,0,1
149,303,1,0,0,1,0
303,3765,1,0,0,1,0
255,180,1,1,0,0,0
171,3733,1,0,0,1,0
305,4715,1,1,0,0,0
190,6626,1,0,0,0,1
225,4269,1,0,1,0,0
276,223,1,0,1,0,0
302,1025,1,0,1,0,0
7,1165,1,0,1,0,0
235,4852,1,0,0,0,1
285,252,1,0,1,0,0
41,4727,1,0,0,0,1
131,2588,1,0,0,1,0
217,381,1,0,0,1,0
305,2164,1,1,0,0,0
294,5751,1,1,0,0,0
323,1057,1,0,0,0,1
26,1365,1,1,0,0,0
169,358,1,0,0,1,0
288,4038,1,1,0,0,0
262,3379,1,0,0,0,1
68,4111,1,0,1,0,0
13,2528,1,0,0,0,1
159,622,1,1,0,0,0
242,3640,1,0,1,0,0
326,2446,1,0,1,0,0
79,2702,1,0,0,0,1
285,4945,1,0,0,1,0
7,817,1,0,0,0,1
221,193,1,1,0,0,0
62,3104,1,1,0,0,0
316,6284,1,1,0,0,0
198,474,1,0,0,1,0
225,3081,1,0,1,0,0
92,6639,1,0,0,1,0
223,3199,1,0,0,0,1
18,2378,1,1,0,0,0
194,5304,1,0,0,1,0
262,4800,1,0,0,0,1
190,3341,1,0,0,1,0
309,4830,1,0,0,1,0
50,3689,1,0,0,0,1
257,3214,1,0,0,1,0
138,100,1,0,1,0,0
305,1826,1,0,1,0,0
241,2759,1,0,0,0,1
20,4565,1,0,1,0,0
62,2266,1,0,0,0,1
328,104,1,0,1,0,0
305,3148,1,0,0,0,1
178,4654,1,0,0,1,0
305,6371,1,0,0,0,1
284,4626,1,1,0,0,0
43,1470,1,1,0,0,0
82,5332,1,0,1,0,0
223,4620,1,0,0,1,0
48,61,1,1,0,0,0
18,5997,1,1,0,0,0
30,3580,1,0,0,1,0
6,203,1,1,0,0,0
52,703,1,1,0,0,0
146,1032,1,1,0,0,0
268,6350,1,0,0,0,1
155,6441,1,0,0,0,1
332,2259,1,0,0,0,1
284,1341,1,0,0,1,0
97,1153,1,0,1,0,0
250,4095,1,1,0,0,0
299,691,1,0,0,0,1
20,3977,1,0,0,1,0
50,4277,1,0,0,0,1
165,2603,1,0,0,1,0
82,4744,1,0,0,1,0
242,6675,1,0,0,1,0
128,261,1,1,0,0,0
